#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Tadh-wf-g4201	176946.XP_007438101.1	2.86e-28	126.0	COG0457@1|root,KOG4648@2759|Eukaryota,38GIQ@33154|Opisthokonta,3BEKH@33208|Metazoa,3CVSY@33213|Bilateria,4812P@7711|Chordata,48XR5@7742|Vertebrata	33208|Metazoa	S	Potential Monad-binding region of RPAP3	RPAP3	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0010941,GO:0030544,GO:0031072,GO:0032991,GO:0042752,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043523,GO:0043524,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050795,GO:0051879,GO:0060548,GO:0065007,GO:0097255,GO:1901214,GO:1901215,GO:1904059,GO:2000671,GO:2000672	-	ko:K00237	ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016	M00009,M00011,M00148	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	RPAP3_C,TPR_1,TPR_11,TPR_2,TPR_7,TPR_8
Tadh-TriadG24368	10228.TriadP24368	2.82e-153	430.0	KOG0084@1|root,KOG0084@2759|Eukaryota,38GAJ@33154|Opisthokonta,3BHNS@33208|Metazoa	33208|Metazoa	U	retrograde transport, plasma membrane to Golgi	RAB43	GO:0000139,GO:0001894,GO:0002065,GO:0002067,GO:0002376,GO:0003674,GO:0003824,GO:0003924,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0006810,GO:0006950,GO:0006952,GO:0006955,GO:0006996,GO:0007030,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0008047,GO:0008150,GO:0009888,GO:0009987,GO:0010033,GO:0010256,GO:0012505,GO:0016020,GO:0016032,GO:0016043,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019058,GO:0019068,GO:0023052,GO:0030139,GO:0030154,GO:0030234,GO:0030695,GO:0030855,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0032482,GO:0032501,GO:0032502,GO:0032588,GO:0034097,GO:0034341,GO:0035526,GO:0035556,GO:0035883,GO:0036477,GO:0042221,GO:0042592,GO:0043025,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0044093,GO:0044297,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045087,GO:0045202,GO:0045335,GO:0045595,GO:0048856,GO:0048869,GO:0048871,GO:0048872,GO:0048873,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051336,GO:0051345,GO:0051704,GO:0051716,GO:0060249,GO:0060429,GO:0060589,GO:0060786,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071310,GO:0071345,GO:0071346,GO:0071840,GO:0090382,GO:0097458,GO:0097708,GO:0098588,GO:0098772,GO:0098791,GO:1901998	-	ko:K07930	-	-	-	-	ko00000,ko04031,ko04147	-	-	-	Ras
Tadh-TriadG55416	10228.TriadP55416	0.0	1039.0	2CZWB@1|root,2SBXM@2759|Eukaryota,3AD9R@33154|Opisthokonta,3BVKV@33208|Metazoa	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tadh-TriadG55417	10228.TriadP55417	3.51e-221	609.0	COG2136@1|root,KOG2781@2759|Eukaryota,38EP3@33154|Opisthokonta,3BHHD@33208|Metazoa	33208|Metazoa	A	rRNA primary transcript binding	IMP4	GO:0001650,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0019843,GO:0022613,GO:0030515,GO:0030684,GO:0030686,GO:0031974,GO:0031981,GO:0032040,GO:0032991,GO:0034457,GO:0034470,GO:0034641,GO:0034660,GO:0042134,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990904	-	ko:K14561	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	Brix
Tadh-TriadG55419	10228.TriadP55419	0.0	950.0	KOG2746@1|root,2QR1P@2759|Eukaryota,38E55@33154|Opisthokonta,3BJ4M@33208|Metazoa	33208|Metazoa	K	cell-cell signaling by wnt	HBP1	GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001078,GO:0001227,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006355,GO:0006357,GO:0007049,GO:0007050,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010743,GO:0010745,GO:0010959,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0022402,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032368,GO:0032369,GO:0032879,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043266,GO:0043268,GO:0043269,GO:0043270,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045595,GO:0045596,GO:0045786,GO:0045892,GO:0045934,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050793,GO:0050794,GO:0051049,GO:0051050,GO:0051051,GO:0051093,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051726,GO:0060255,GO:0065007,GO:0070013,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903426,GO:1903427,GO:1903506,GO:1903507,GO:1905952,GO:1905953,GO:1990837,GO:2000112,GO:2000113,GO:2000377,GO:2000378,GO:2001141	-	ko:K21644	-	-	-	-	ko00000,ko03000	-	-	-	AXH,HMG_box
Tadh-wf-g4208	45351.EDO44373	4.9e-35	136.0	2DB9I@1|root,2S5HH@2759|Eukaryota,3A7IM@33154|Opisthokonta,3BSW2@33208|Metazoa	33208|Metazoa	S	CECR6/TMEM121 family	-	-	-	-	-	-	-	-	-	-	-	-	CECR6_TMEM121
Tadh-TriadG24290	10228.TriadP24290	0.0	1531.0	KOG2211@1|root,KOG2211@2759|Eukaryota,38E8F@33154|Opisthokonta,3BHF2@33208|Metazoa	33208|Metazoa	U	oligomeric golgi complex	COG5	GO:0000003,GO:0000139,GO:0000212,GO:0000226,GO:0000280,GO:0000910,GO:0000916,GO:0001675,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005783,GO:0005794,GO:0005802,GO:0006810,GO:0006888,GO:0006891,GO:0006996,GO:0006997,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007110,GO:0007111,GO:0007112,GO:0007140,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0007290,GO:0008150,GO:0009653,GO:0009987,GO:0010256,GO:0010927,GO:0012505,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0017119,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0030029,GO:0030036,GO:0030154,GO:0030865,GO:0030866,GO:0031032,GO:0031090,GO:0031974,GO:0031981,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032506,GO:0032588,GO:0032989,GO:0032991,GO:0033206,GO:0033363,GO:0036213,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044837,GO:0046907,GO:0048193,GO:0048219,GO:0048232,GO:0048285,GO:0048468,GO:0048515,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0051301,GO:0051321,GO:0051641,GO:0051649,GO:0051704,GO:0061024,GO:0061640,GO:0061982,GO:0061983,GO:0070013,GO:0070925,GO:0070971,GO:0071840,GO:0098588,GO:0098791,GO:0099023,GO:0140013,GO:1903046	-	ko:K20292	-	-	-	-	ko00000,ko04131	-	-	-	COG5
Tadh-TriadG23866	10228.TriadP23866	4.41e-67	203.0	KOG3460@1|root,KOG3460@2759|Eukaryota,3A5WN@33154|Opisthokonta,3BRF9@33208|Metazoa	33208|Metazoa	A	U6 snRNA-associated Sm-like protein	LSM3	GO:0000288,GO:0000291,GO:0000375,GO:0000377,GO:0000398,GO:0000932,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005688,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008380,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0017069,GO:0017070,GO:0019222,GO:0019439,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0030629,GO:0031974,GO:0031981,GO:0032991,GO:0033962,GO:0034622,GO:0034641,GO:0034655,GO:0035770,GO:0036464,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043928,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046540,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0070925,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902494,GO:1990726,GO:1990904	-	ko:K12622	ko03018,ko03040,map03018,map03040	M00354,M00396,M00397	-	-	ko00000,ko00001,ko00002,ko03019,ko03041	-	-	-	LSM
Tadh-TriadG50163	10228.TriadP50163	2.26e-268	733.0	KOG0660@1|root,KOG0660@2759|Eukaryota,38BZX@33154|Opisthokonta,3B9J2@33208|Metazoa	33208|Metazoa	T	MAP kinase activity	MAPK14	GO:0000003,GO:0000075,GO:0000077,GO:0000165,GO:0000166,GO:0000187,GO:0000302,GO:0000902,GO:0000922,GO:0001501,GO:0001502,GO:0001525,GO:0001558,GO:0001568,GO:0001756,GO:0001775,GO:0001817,GO:0001819,GO:0001890,GO:0001932,GO:0001934,GO:0001944,GO:0002009,GO:0002062,GO:0002165,GO:0002237,GO:0002251,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002385,GO:0002443,GO:0002444,GO:0002446,GO:0002520,GO:0002521,GO:0002573,GO:0002682,GO:0002683,GO:0002684,GO:0002685,GO:0002687,GO:0002688,GO:0002690,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002718,GO:0002720,GO:0002739,GO:0002741,GO:0002759,GO:0002791,GO:0002793,GO:0002831,GO:0002832,GO:0002920,GO:0002921,GO:0003002,GO:0003006,GO:0003007,GO:0003008,GO:0003012,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004707,GO:0004708,GO:0004712,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005819,GO:0005829,GO:0005856,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006629,GO:0006631,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006928,GO:0006935,GO:0006936,GO:0006939,GO:0006950,GO:0006952,GO:0006955,GO:0006970,GO:0006974,GO:0006979,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007178,GO:0007267,GO:0007275,GO:0007389,GO:0007399,GO:0007444,GO:0007472,GO:0007476,GO:0007507,GO:0007517,GO:0007519,GO:0007552,GO:0007560,GO:0007564,GO:0007568,GO:0007569,GO:0007623,GO:0008022,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008284,GO:0008285,GO:0008340,GO:0008348,GO:0008361,GO:0009266,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009605,GO:0009607,GO:0009611,GO:0009612,GO:0009615,GO:0009617,GO:0009620,GO:0009628,GO:0009636,GO:0009651,GO:0009653,GO:0009743,GO:0009746,GO:0009749,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009952,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010212,GO:0010243,GO:0010259,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010646,GO:0010647,GO:0010648,GO:0010758,GO:0010759,GO:0010769,GO:0010827,GO:0010828,GO:0010830,GO:0010831,GO:0010883,GO:0010952,GO:0010975,GO:0012505,GO:0014706,GO:0014835,GO:0015630,GO:0016043,GO:0016192,GO:0016202,GO:0016301,GO:0016310,GO:0016604,GO:0016607,GO:0016740,GO:0016772,GO:0016773,GO:0016909,GO:0017076,GO:0018105,GO:0018193,GO:0018209,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019395,GO:0019538,GO:0019752,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0022008,GO:0022414,GO:0022603,GO:0022604,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030097,GO:0030099,GO:0030111,GO:0030141,GO:0030154,GO:0030162,GO:0030178,GO:0030258,GO:0030278,GO:0030316,GO:0030334,GO:0030335,GO:0030510,GO:0030554,GO:0031098,GO:0031099,GO:0031279,GO:0031281,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0031344,GO:0031347,GO:0031399,GO:0031401,GO:0031410,GO:0031570,GO:0031647,GO:0031663,GO:0031667,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032101,GO:0032102,GO:0032103,GO:0032147,GO:0032268,GO:0032270,GO:0032386,GO:0032388,GO:0032495,GO:0032496,GO:0032501,GO:0032502,GO:0032535,GO:0032553,GO:0032555,GO:0032559,GO:0032655,GO:0032735,GO:0032787,GO:0032879,GO:0032880,GO:0032940,GO:0032989,GO:0033157,GO:0033554,GO:0033674,GO:0033993,GO:0034097,GO:0034284,GO:0034440,GO:0034599,GO:0034612,GO:0034614,GO:0034644,GO:0034762,GO:0034764,GO:0034774,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035282,GO:0035295,GO:0035556,GO:0035639,GO:0035924,GO:0035994,GO:0036094,GO:0036211,GO:0036230,GO:0038001,GO:0038066,GO:0040007,GO:0040008,GO:0040011,GO:0040012,GO:0040014,GO:0040016,GO:0040017,GO:0040018,GO:0042060,GO:0042119,GO:0042127,GO:0042221,GO:0042246,GO:0042306,GO:0042307,GO:0042325,GO:0042327,GO:0042330,GO:0042493,GO:0042542,GO:0042594,GO:0042692,GO:0042742,GO:0042770,GO:0043009,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043403,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043436,GO:0043487,GO:0043488,GO:0043489,GO:0043549,GO:0043900,GO:0043901,GO:0044093,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044433,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045055,GO:0045088,GO:0045321,GO:0045445,GO:0045595,GO:0045597,GO:0045598,GO:0045600,GO:0045637,GO:0045639,GO:0045646,GO:0045648,GO:0045661,GO:0045663,GO:0045664,GO:0045786,GO:0045793,GO:0045843,GO:0045844,GO:0045859,GO:0045860,GO:0045862,GO:0045893,GO:0045926,GO:0045927,GO:0045934,GO:0045935,GO:0045937,GO:0045944,GO:0046324,GO:0046326,GO:0046620,GO:0046621,GO:0046622,GO:0046677,GO:0046685,GO:0046686,GO:0046777,GO:0046822,GO:0046824,GO:0046903,GO:0048010,GO:0048070,GO:0048079,GO:0048082,GO:0048255,GO:0048273,GO:0048511,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048608,GO:0048634,GO:0048635,GO:0048636,GO:0048638,GO:0048639,GO:0048640,GO:0048646,GO:0048670,GO:0048696,GO:0048699,GO:0048705,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0048870,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050727,GO:0050767,GO:0050770,GO:0050776,GO:0050777,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050832,GO:0050896,GO:0050920,GO:0050921,GO:0051019,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051090,GO:0051091,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051146,GO:0051147,GO:0051149,GO:0051153,GO:0051155,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051216,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051270,GO:0051272,GO:0051301,GO:0051336,GO:0051338,GO:0051345,GO:0051347,GO:0051403,GO:0051525,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0051726,GO:0051960,GO:0052547,GO:0055021,GO:0055022,GO:0055023,GO:0055024,GO:0055025,GO:0055026,GO:0055114,GO:0060043,GO:0060044,GO:0060045,GO:0060142,GO:0060143,GO:0060205,GO:0060255,GO:0060284,GO:0060341,GO:0060420,GO:0060421,GO:0060429,GO:0060537,GO:0060538,GO:0060562,GO:0060828,GO:0061013,GO:0061053,GO:0061061,GO:0061117,GO:0061387,GO:0061448,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070391,GO:0070555,GO:0070848,GO:0070887,GO:0070935,GO:0071214,GO:0071216,GO:0071219,GO:0071222,GO:0071223,GO:0071241,GO:0071243,GO:0071248,GO:0071276,GO:0071310,GO:0071345,GO:0071347,GO:0071356,GO:0071363,GO:0071396,GO:0071478,GO:0071479,GO:0071482,GO:0071622,GO:0071675,GO:0071704,GO:0071840,GO:0071900,GO:0071902,GO:0072358,GO:0072359,GO:0072593,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0090087,GO:0090090,GO:0090092,GO:0090287,GO:0090316,GO:0090335,GO:0090336,GO:0090398,GO:0090400,GO:0097159,GO:0097367,GO:0097708,GO:0098542,GO:0098586,GO:0098743,GO:0099174,GO:0099503,GO:0101002,GO:0104004,GO:0120035,GO:0140096,GO:1900015,GO:1900180,GO:1900182,GO:1900407,GO:1901265,GO:1901363,GO:1901564,GO:1901652,GO:1901698,GO:1901700,GO:1901701,GO:1901739,GO:1901741,GO:1901796,GO:1901861,GO:1901862,GO:1901863,GO:1902369,GO:1902373,GO:1902531,GO:1902533,GO:1902680,GO:1902882,GO:1903311,GO:1903312,GO:1903506,GO:1903508,GO:1903530,GO:1903532,GO:1903706,GO:1903708,GO:1903827,GO:1903829,GO:1904589,GO:1904591,GO:1904813,GO:1904951,GO:1905048,GO:1905050,GO:1905521,GO:1905523,GO:1905952,GO:2000026,GO:2000112,GO:2000145,GO:2000147,GO:2000331,GO:2000377,GO:2000379,GO:2001141,GO:2001182,GO:2001184	2.7.11.24	ko:K04441	ko01522,ko04010,ko04011,ko04013,ko04015,ko04068,ko04071,ko04139,ko04212,ko04218,ko04261,ko04370,ko04380,ko04550,ko04611,ko04620,ko04621,ko04622,ko04624,ko04657,ko04658,ko04659,ko04660,ko04664,ko04668,ko04670,ko04714,ko04722,ko04723,ko04728,ko04750,ko04912,ko04914,ko04917,ko04926,ko04933,ko05014,ko05120,ko05131,ko05132,ko05133,ko05140,ko05142,ko05145,ko05152,ko05160,ko05164,ko05167,ko05169,ko05205,ko05418,map01522,map04010,map04011,map04013,map04015,map04068,map04071,map04139,map04212,map04218,map04261,map04370,map04380,map04550,map04611,map04620,map04621,map04622,map04624,map04657,map04658,map04659,map04660,map04664,map04668,map04670,map04714,map04722,map04723,map04728,map04750,map04912,map04914,map04917,map04926,map04933,map05014,map05120,map05131,map05132,map05133,map05140,map05142,map05145,map05152,map05160,map05164,map05167,map05169,map05205,map05418	M00689	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase
Tadh-TriadG23415	10228.TriadP23415	5.77e-287	784.0	COG1161@1|root,KOG2484@2759|Eukaryota,38CBA@33154|Opisthokonta,3B9E7@33208|Metazoa	33208|Metazoa	O	positive regulation of protein localization to chromosome, telomeric region	GNL3	GO:0000003,GO:0000166,GO:0000226,GO:0000278,GO:0000280,GO:0000459,GO:0000460,GO:0000466,GO:0000467,GO:0000469,GO:0001652,GO:0001654,GO:0001882,GO:0001883,GO:0002119,GO:0002164,GO:0003006,GO:0003407,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005697,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006355,GO:0006357,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007088,GO:0007096,GO:0007275,GO:0007276,GO:0007281,GO:0007346,GO:0007399,GO:0007423,GO:0008150,GO:0008152,GO:0008283,GO:0009791,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010564,GO:0010604,GO:0010605,GO:0010628,GO:0010638,GO:0010639,GO:0016043,GO:0016070,GO:0016072,GO:0016462,GO:0016604,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017145,GO:0019001,GO:0019219,GO:0019222,GO:0019827,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0022613,GO:0030154,GO:0031123,GO:0031125,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031396,GO:0031397,GO:0031399,GO:0031400,GO:0031401,GO:0031647,GO:0031974,GO:0031981,GO:0032091,GO:0032092,GO:0032204,GO:0032205,GO:0032206,GO:0032210,GO:0032211,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0032880,GO:0032991,GO:0033043,GO:0033044,GO:0033233,GO:0033234,GO:0033235,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0040008,GO:0040014,GO:0042127,GO:0042254,GO:0042273,GO:0043010,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043393,GO:0043496,GO:0043628,GO:0044085,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0044703,GO:0045595,GO:0045664,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048027,GO:0048285,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048609,GO:0048638,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050789,GO:0050793,GO:0050794,GO:0051052,GO:0051053,GO:0051054,GO:0051098,GO:0051099,GO:0051100,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051225,GO:0051239,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051254,GO:0051301,GO:0051704,GO:0051726,GO:0051783,GO:0051960,GO:0060041,GO:0060255,GO:0060284,GO:0060341,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070925,GO:0071704,GO:0071840,GO:0080090,GO:0090073,GO:0090304,GO:0090305,GO:0090307,GO:0090501,GO:0090503,GO:0097159,GO:0097367,GO:0098727,GO:0140014,GO:1901265,GO:1901360,GO:1901363,GO:1901987,GO:1901990,GO:1902680,GO:1902850,GO:1902893,GO:1902895,GO:1903047,GO:1903320,GO:1903321,GO:1903322,GO:1903506,GO:1903508,GO:1903827,GO:1903829,GO:1904356,GO:1904357,GO:1904814,GO:1904816,GO:1990904,GO:2000026,GO:2000112,GO:2000113,GO:2000278,GO:2000279,GO:2001141,GO:2001251,GO:2001252	-	ko:K14538	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	GN3L_Grn1,MMR_HSR1
Tadh-TriadG55425	10228.TriadP55425	0.0	1439.0	KOG1055@1|root,KOG1055@2759|Eukaryota,38DIA@33154|Opisthokonta,3BB1F@33208|Metazoa	33208|Metazoa	EPT	gamma-aminobutyric acid type B receptor subunit	-	-	-	ko:K04615	ko04024,ko04080,ko04727,ko04742,ko04915,ko05032,map04024,map04080,map04727,map04742,map04915,map05032	-	-	-	ko00000,ko00001,ko04030	9.A.14.15.1	-	-	7tm_3,ANF_receptor
Tadh-TriadG55426	10228.TriadP55426	0.0	1135.0	KOG1055@1|root,KOG1055@2759|Eukaryota,38DIA@33154|Opisthokonta,3BB1F@33208|Metazoa	33208|Metazoa	EPT	gamma-aminobutyric acid type B receptor subunit	-	-	-	ko:K04615	ko04024,ko04080,ko04727,ko04742,ko04915,ko05032,map04024,map04080,map04727,map04742,map04915,map05032	-	-	-	ko00000,ko00001,ko04030	9.A.14.15.1	-	-	7tm_3,ANF_receptor
