#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XLOC-015596	6087.XP_002163929.2	7.83e-206	575.0	KOG0082@1|root,KOG0082@2759|Eukaryota,38E4Q@33154|Opisthokonta,3B9RI@33208|Metazoa	33208|Metazoa	DT	D5 dopamine receptor binding	cta	GO:0000902,GO:0000904,GO:0001664,GO:0001667,GO:0001703,GO:0002009,GO:0002064,GO:0002225,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003365,GO:0003371,GO:0003379,GO:0003380,GO:0003381,GO:0003382,GO:0003383,GO:0003384,GO:0003674,GO:0003824,GO:0003924,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005834,GO:0005886,GO:0005903,GO:0006355,GO:0006357,GO:0006928,GO:0006950,GO:0006952,GO:0006996,GO:0007010,GO:0007154,GO:0007163,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007264,GO:0007265,GO:0007266,GO:0007275,GO:0007369,GO:0007398,GO:0007498,GO:0008150,GO:0008360,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009790,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009898,GO:0009987,GO:0010004,GO:0010468,GO:0010470,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016043,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019219,GO:0019222,GO:0019897,GO:0019898,GO:0022603,GO:0022604,GO:0023052,GO:0030010,GO:0030029,GO:0030048,GO:0030154,GO:0030855,GO:0030952,GO:0031234,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031526,GO:0031683,GO:0031752,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032956,GO:0032970,GO:0032989,GO:0032991,GO:0033043,GO:0035556,GO:0040011,GO:0042074,GO:0042995,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043519,GO:0043900,GO:0043902,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0048383,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048598,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050776,GO:0050778,GO:0050780,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051179,GO:0051239,GO:0051252,GO:0051254,GO:0051493,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0060026,GO:0060027,GO:0060255,GO:0060429,GO:0065007,GO:0065008,GO:0070252,GO:0071840,GO:0071944,GO:0080090,GO:0098542,GO:0098552,GO:0098562,GO:0098590,GO:0098796,GO:0098797,GO:0098862,GO:0120025,GO:0120038,GO:1901244,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1905360,GO:2000026,GO:2000112,GO:2001141	-	ko:K04346	ko04010,ko04022,ko04071,ko04072,ko04270,ko04730,ko04810,ko05200,map04010,map04022,map04071,map04072,map04270,map04730,map04810,map05200	-	-	-	ko00000,ko00001,ko04031,ko04147	-	-	-	G-alpha
XLOC-039525	4513.MLOC_70717.2	5.89e-33	134.0	KOG0583@1|root,KOG0583@2759|Eukaryota,37SKC@33090|Viridiplantae,3GAR3@35493|Streptophyta,3KRXI@4447|Liliopsida,3IPVZ@38820|Poales	35493|Streptophyta	T	Non-specific serine threonine protein kinase	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019538,GO:0023052,GO:0035556,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564	2.7.11.11	ko:K07198	ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418	-	-	-	ko00000,ko00001,ko01000,ko01001,ko03029,ko04131	-	-	-	NAF,Pkinase
XLOC-010829	6087.XP_002163962.2	5.37e-48	184.0	COG4886@1|root,KOG0532@2759|Eukaryota,38HCP@33154|Opisthokonta,3B9YS@33208|Metazoa	33208|Metazoa	Z	negative regulation of T cell migration	LRCH3	GO:0002682,GO:0002683,GO:0002685,GO:0002686,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005938,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0010033,GO:0016020,GO:0023052,GO:0030334,GO:0030336,GO:0032153,GO:0032154,GO:0032155,GO:0032879,GO:0034097,GO:0034260,GO:0040012,GO:0040013,GO:0042221,GO:0043086,GO:0043087,GO:0044092,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051270,GO:0051271,GO:0051336,GO:0051346,GO:0051716,GO:0065007,GO:0065009,GO:0070887,GO:0071310,GO:0071345,GO:0071944,GO:0098590,GO:0099568,GO:1990868,GO:1990869,GO:2000145,GO:2000146,GO:2000401,GO:2000402,GO:2000404,GO:2000405	-	-	-	-	-	-	-	-	-	-	CH,LRR_8
XLOC-036880	13735.ENSPSIP00000020445	1.93e-15	80.9	2CI7A@1|root,2S561@2759|Eukaryota,3A516@33154|Opisthokonta,3BSCE@33208|Metazoa,3D8CV@33213|Bilateria,48ERU@7711|Chordata,49BTD@7742|Vertebrata,4CI3G@8459|Testudines	33208|Metazoa	S	Cytochrome c oxidase assembly factor 1 homolog	COA1	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008535,GO:0009058,GO:0009059,GO:0009987,GO:0010257,GO:0010467,GO:0015934,GO:0016020,GO:0016021,GO:0016043,GO:0017004,GO:0019538,GO:0019866,GO:0022607,GO:0022625,GO:0022626,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031966,GO:0031967,GO:0031975,GO:0032592,GO:0032981,GO:0032991,GO:0033108,GO:0033617,GO:0034622,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044455,GO:0044464,GO:0065003,GO:0071704,GO:0071840,GO:0097159,GO:0098573,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K18173	ko04714,map04714	-	-	-	ko00000,ko00001,ko03029	-	-	-	Coa1
XLOC-042599	6087.XP_004207652.1	1.06e-36	129.0	2AHA3@1|root,2RZ1U@2759|Eukaryota,39XJH@33154|Opisthokonta,3BNVJ@33208|Metazoa	33208|Metazoa	-	-	TMEM128	-	-	-	-	-	-	-	-	-	-	-	-
XLOC-033243	27923.ML08531a-PA	2.04e-78	249.0	KOG1075@1|root,KOG1075@2759|Eukaryota	2759|Eukaryota	E	Ribonuclease H protein	-	-	1.14.19.41	ko:K09832	ko00100,ko01100,ko01110,map00100,map01100,map01110	-	R07489,R11097	RC01886	ko00000,ko00001,ko00199,ko01000	-	-	-	RVT_1,RVT_3,zf-RVT
XLOC-042900	27923.ML08531a-PA	2.11e-78	249.0	KOG1075@1|root,KOG1075@2759|Eukaryota	2759|Eukaryota	E	Ribonuclease H protein	-	-	1.14.19.41	ko:K09832	ko00100,ko01100,ko01110,map00100,map01100,map01110	-	R07489,R11097	RC01886	ko00000,ko00001,ko00199,ko01000	-	-	-	RVT_1,RVT_3,zf-RVT
XLOC-010986	7739.XP_002610753.1	2.51e-99	316.0	KOG1075@1|root,KOG1075@2759|Eukaryota,39HT8@33154|Opisthokonta,3CMKV@33208|Metazoa,3DHUY@33213|Bilateria,48KMG@7711|Chordata	2759|Eukaryota	S	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	Exo_endo_phos_2,RVT_1
XLOC-007597	6087.XP_002155960.2	7.66e-205	608.0	KOG2087@1|root,KOG2087@2759|Eukaryota,38DRQ@33154|Opisthokonta,3B9GE@33208|Metazoa	33208|Metazoa	T	protein-hormone receptor activity	-	-	-	ko:K04247	ko04024,ko04080,ko04913,map04024,map04080,map04913	-	-	-	ko00000,ko00001,ko04030	-	-	-	7tm_1
TRINITY-DN10026-c0-g2-i3	6087.XP_002162397.2	1.68e-59	229.0	COG5059@1|root,KOG4280@2759|Eukaryota,39M8E@33154|Opisthokonta,3BA0S@33208|Metazoa	33208|Metazoa	Z	microtubule motor activity	-	-	-	-	-	-	-	-	-	-	-	-	Kinesin
XLOC-004599	6087.XP_002162397.2	1.69e-63	241.0	COG5059@1|root,KOG4280@2759|Eukaryota,39M8E@33154|Opisthokonta,3BA0S@33208|Metazoa	33208|Metazoa	Z	microtubule motor activity	-	-	-	-	-	-	-	-	-	-	-	-	Kinesin
XLOC-000613	6087.XP_002155331.1	3.96e-90	279.0	KOG3714@1|root,KOG3714@2759|Eukaryota,39XYE@33154|Opisthokonta,3BBQQ@33208|Metazoa	33208|Metazoa	O	Astacin (Peptidase family M12A)	nas-15	-	3.4.24.21	ko:K08076	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Astacin,ShK
XLOC-033631	6087.XP_002166765.2	1.46e-157	460.0	KOG3714@1|root,KOG3714@2759|Eukaryota,3AJBC@33154|Opisthokonta,3BX6H@33208|Metazoa	33208|Metazoa	O	Astacin (Peptidase family M12A)	-	-	-	-	-	-	-	-	-	-	-	-	Astacin,Kringle
XLOC-013696	45351.EDO41621	1.99e-197	560.0	COG0476@1|root,KOG2015@2759|Eukaryota,38CTC@33154|Opisthokonta,3BFD0@33208|Metazoa	33208|Metazoa	O	NEDD8 activating enzyme activity	UBA3	GO:0000278,GO:0003674,GO:0003824,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006355,GO:0006464,GO:0006508,GO:0006807,GO:0007049,GO:0007113,GO:0008134,GO:0008150,GO:0008152,GO:0008589,GO:0008641,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0016740,GO:0016874,GO:0016877,GO:0016922,GO:0019219,GO:0019222,GO:0019538,GO:0019781,GO:0019787,GO:0019788,GO:0023051,GO:0023057,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032446,GO:0032991,GO:0035257,GO:0036211,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043516,GO:0043518,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045116,GO:0045879,GO:0045892,GO:0045934,GO:0046982,GO:0046983,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051427,GO:0051726,GO:0060255,GO:0065007,GO:0070647,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0140096,GO:1901564,GO:1901796,GO:1901797,GO:1902531,GO:1902532,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001020,GO:2001021,GO:2001141	6.2.1.45	ko:K10686	ko04120,map04120	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	E2_bind,ThiF
XLOC-038464	45351.EDO41621	5.07e-186	530.0	COG0476@1|root,KOG2015@2759|Eukaryota,38CTC@33154|Opisthokonta,3BFD0@33208|Metazoa	33208|Metazoa	O	NEDD8 activating enzyme activity	UBA3	GO:0000278,GO:0003674,GO:0003824,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006355,GO:0006464,GO:0006508,GO:0006807,GO:0007049,GO:0007113,GO:0008134,GO:0008150,GO:0008152,GO:0008589,GO:0008641,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0016740,GO:0016874,GO:0016877,GO:0016922,GO:0019219,GO:0019222,GO:0019538,GO:0019781,GO:0019787,GO:0019788,GO:0023051,GO:0023057,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032446,GO:0032991,GO:0035257,GO:0036211,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043516,GO:0043518,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045116,GO:0045879,GO:0045892,GO:0045934,GO:0046982,GO:0046983,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051427,GO:0051726,GO:0060255,GO:0065007,GO:0070647,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0140096,GO:1901564,GO:1901796,GO:1901797,GO:1902531,GO:1902532,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001020,GO:2001021,GO:2001141	6.2.1.45	ko:K10686	ko04120,map04120	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	E2_bind,ThiF
XLOC-006925	51511.ENSCSAVP00000013832	1.03e-29	122.0	COG2124@1|root,KOG0156@2759|Eukaryota,38BSU@33154|Opisthokonta,3BC78@33208|Metazoa,3CRSA@33213|Bilateria,483DV@7711|Chordata	33208|Metazoa	Q	aromatase activity	-	-	1.14.14.1,1.14.14.24	ko:K07414,ko:K07418,ko:K07419,ko:K07422	ko00100,ko00140,ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00100,map00140,map00590,map00591,map01100,map04212,map04726,map04750,map04913	M00103	R03408,R03611,R07041,R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056	RC00704,RC00797,RC00963,RC01184,RC01710,RC01711,RC01723,RC01725	ko00000,ko00001,ko00002,ko00199,ko01000	-	-	-	p450
XLOC-013249	7668.SPU_016924-tr	6.24e-35	137.0	COG0531@1|root,KOG1287@2759|Eukaryota	2759|Eukaryota	E	L-alpha-amino acid transmembrane transport	-	-	-	ko:K13781,ko:K13868,ko:K13869	ko04216,ko04974,map04216,map04974	-	-	-	ko00000,ko00001,ko02000	2.A.3.8.15,2.A.3.8.5,2.A.3.8.6	-	-	AA_permease_2
XLOC-011988	6087.XP_004207304.1	1.32e-32	125.0	2CXYR@1|root,2S0S7@2759|Eukaryota,39ZC1@33154|Opisthokonta,3BU96@33208|Metazoa	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XLOC-010312	6087.XP_002166346.1	7.17e-109	327.0	COG5333@1|root,KOG2496@2759|Eukaryota,38DJD@33154|Opisthokonta,3BFF1@33208|Metazoa	33208|Metazoa	DKL	positive regulation of phosphorylation of RNA polymerase II C-terminal domain	CCNH	GO:0000079,GO:0000307,GO:0000428,GO:0001932,GO:0001934,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004693,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005675,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006294,GO:0006351,GO:0006352,GO:0006353,GO:0006354,GO:0006355,GO:0006357,GO:0006360,GO:0006361,GO:0006363,GO:0006366,GO:0006367,GO:0006368,GO:0006370,GO:0006396,GO:0006397,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009452,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0016043,GO:0016070,GO:0016071,GO:0016301,GO:0016310,GO:0016538,GO:0016591,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019207,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0019887,GO:0019907,GO:0019908,GO:0022607,GO:0030234,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031647,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032774,GO:0032806,GO:0032991,GO:0033554,GO:0033674,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0036260,GO:0042325,GO:0042327,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043549,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0045737,GO:0045787,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050821,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051338,GO:0051347,GO:0051716,GO:0051726,GO:0055029,GO:0060255,GO:0061695,GO:0065003,GO:0065004,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0071704,GO:0071824,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0090304,GO:0090575,GO:0097472,GO:0097659,GO:0098772,GO:0140096,GO:0150005,GO:1901360,GO:1901362,GO:1901407,GO:1901409,GO:1901564,GO:1901576,GO:1902494,GO:1902554,GO:1902680,GO:1902911,GO:1903506,GO:1903508,GO:1904029,GO:1904031,GO:1990234,GO:2000112,GO:2001141	-	ko:K06634	ko03022,ko03420,ko04110,map03022,map03420,map04110	M00290	-	-	ko00000,ko00001,ko00002,ko03021,ko03400	-	-	-	Cyclin_C_2,Cyclin_N
XLOC-030556	6087.XP_004212893.1	2.15e-09	67.0	COG2940@1|root,KOG1085@2759|Eukaryota	2759|Eukaryota	J	histone H4-K20 monomethylation	-	-	-	-	-	-	-	-	-	-	-	-	SET
TRINITY-DN10044-c0-g1-i2	7739.XP_002590520.1	6.34e-59	189.0	2BWSJ@1|root,2S10X@2759|Eukaryota,3A4U9@33154|Opisthokonta,3BS7G@33208|Metazoa,3D975@33213|Bilateria,48H38@7711|Chordata	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XLOC-008421	28737.XP_006884842.1	1.41e-34	140.0	COG0323@1|root,KOG1977@2759|Eukaryota,38GTC@33154|Opisthokonta,3B9Y4@33208|Metazoa,3CZB2@33213|Bilateria,4843I@7711|Chordata,48WUJ@7742|Vertebrata,3J48H@40674|Mammalia,355NU@311790|Afrotheria	33208|Metazoa	L	DNA mismatch repair protein Mlh3	MLH3	GO:0000003,GO:0000228,GO:0000280,GO:0000793,GO:0000794,GO:0000795,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003696,GO:0003697,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005712,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0022414,GO:0031974,GO:0031981,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0035825,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0048285,GO:0050896,GO:0051321,GO:0051716,GO:0061982,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0099086,GO:0140013,GO:1901360,GO:1901363,GO:1903046,GO:1990391,GO:1990837	-	ko:K08739	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c,HATPase_c_3,MutL_C
XLOC-020149	28737.XP_006884842.1	1.52e-34	140.0	COG0323@1|root,KOG1977@2759|Eukaryota,38GTC@33154|Opisthokonta,3B9Y4@33208|Metazoa,3CZB2@33213|Bilateria,4843I@7711|Chordata,48WUJ@7742|Vertebrata,3J48H@40674|Mammalia,355NU@311790|Afrotheria	33208|Metazoa	L	DNA mismatch repair protein Mlh3	MLH3	GO:0000003,GO:0000228,GO:0000280,GO:0000793,GO:0000794,GO:0000795,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003696,GO:0003697,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005712,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0022414,GO:0031974,GO:0031981,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0035825,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0048285,GO:0050896,GO:0051321,GO:0051716,GO:0061982,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0099086,GO:0140013,GO:1901360,GO:1901363,GO:1903046,GO:1990391,GO:1990837	-	ko:K08739	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c,HATPase_c_3,MutL_C
XLOC-038378	6087.XP_002169454.2	2.2e-170	552.0	COG1112@1|root,KOG1807@2759|Eukaryota,38E0G@33154|Opisthokonta,3BCP1@33208|Metazoa	33208|Metazoa	L	NFX1-type zinc finger-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	AAA_11,AAA_12
XLOC-010374	6087.XP_002165064.1	1.67e-57	200.0	28M9Q@1|root,2QTT1@2759|Eukaryota,38DKQ@33154|Opisthokonta,3BI68@33208|Metazoa	33208|Metazoa	S	Schlafen-like protein 1	SLFNL1	-	-	-	-	-	-	-	-	-	-	-	AlbA_2
TRINITY-DN1005-c0-g1-i1	6087.XP_002166850.2	2.45e-218	617.0	COG1171@1|root,KOG1250@2759|Eukaryota,38C3Z@33154|Opisthokonta,3BATZ@33208|Metazoa	33208|Metazoa	E	Threonine dehydratase	-	GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855,GO:0030378,GO:0036361,GO:0047661	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
TRINITY-DN1005-c0-g1-i2	6087.XP_002166850.2	2.45e-218	617.0	COG1171@1|root,KOG1250@2759|Eukaryota,38C3Z@33154|Opisthokonta,3BATZ@33208|Metazoa	33208|Metazoa	E	Threonine dehydratase	-	GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855,GO:0030378,GO:0036361,GO:0047661	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
TRINITY-DN1005-c0-g1-i4	6087.XP_002166850.2	2.36e-218	617.0	COG1171@1|root,KOG1250@2759|Eukaryota,38C3Z@33154|Opisthokonta,3BATZ@33208|Metazoa	33208|Metazoa	E	Threonine dehydratase	-	GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855,GO:0030378,GO:0036361,GO:0047661	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
XLOC-012713	6087.XP_002166850.2	2.45e-218	617.0	COG1171@1|root,KOG1250@2759|Eukaryota,38C3Z@33154|Opisthokonta,3BATZ@33208|Metazoa	33208|Metazoa	E	Threonine dehydratase	-	GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855,GO:0030378,GO:0036361,GO:0047661	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
XLOC-017936	6087.XP_002161113.1	2.31e-154	452.0	COG1916@1|root,KOG2860@2759|Eukaryota,38DPX@33154|Opisthokonta,3BBPM@33208|Metazoa	33208|Metazoa	T	TraB family	-	-	-	-	-	-	-	-	-	-	-	-	TraB
