#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NV2.18318	45351.EDO36904	1.16e-296	811.0	2B46D@1|root,2S0GB@2759|Eukaryota,3A25H@33154|Opisthokonta,3BQCU@33208|Metazoa	33208|Metazoa	S	Proline-rich AKT1 substrate 1	Lobe	GO:0007154,GO:0007165,GO:0008150,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0023051,GO:0023052,GO:0023057,GO:0031929,GO:0032006,GO:0032007,GO:0035556,GO:0038202,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:1902531,GO:1902532	-	-	-	-	-	-	-	-	-	-	PRAS
NV2.18319	45351.EDO36879	0.0	2197.0	2CP4M@1|root,2R03T@2759|Eukaryota,39NUT@33154|Opisthokonta,3BJ5K@33208|Metazoa	33208|Metazoa	S	helix-turn-helix, Psq domain	psq	GO:0000003,GO:0000578,GO:0002009,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006325,GO:0006342,GO:0006355,GO:0006357,GO:0006996,GO:0007028,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007350,GO:0007351,GO:0007389,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008358,GO:0008595,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009952,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0019904,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0031208,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031519,GO:0031935,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033043,GO:0033044,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035282,GO:0035295,GO:0040029,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044703,GO:0045814,GO:0045892,GO:0045934,GO:0046983,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048519,GO:0048523,GO:0048563,GO:0048569,GO:0048599,GO:0048609,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051704,GO:0060255,GO:0060429,GO:0060562,GO:0060968,GO:0065007,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:1902275,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	BTB,HTH_psq
NV2.18321	45351.EDO36880	0.0	2358.0	KOG1912@1|root,KOG1912@2759|Eukaryota,38F0G@33154|Opisthokonta,3BE76@33208|Metazoa	33208|Metazoa	O	WD repeat domain 11	WDR11	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005929,GO:0015630,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044444,GO:0044464,GO:0120025	-	-	-	-	-	-	-	-	-	-	-
NV2.18322	7739.XP_002603789.1	3.12e-11	65.1	COG1132@1|root,KOG0054@2759|Eukaryota,38CH6@33154|Opisthokonta,3BDC6@33208|Metazoa,3CXM9@33213|Bilateria,47Z6D@7711|Chordata	33208|Metazoa	Q	Multidrug resistance-associated protein	ABCC4	GO:0001666,GO:0002576,GO:0003002,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006887,GO:0006950,GO:0006979,GO:0006996,GO:0007275,GO:0007389,GO:0007444,GO:0007447,GO:0007450,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0008509,GO:0008514,GO:0009611,GO:0009628,GO:0009888,GO:0009953,GO:0009987,GO:0010035,GO:0010038,GO:0010043,GO:0010259,GO:0010876,GO:0012505,GO:0012506,GO:0015075,GO:0015103,GO:0015318,GO:0015399,GO:0015405,GO:0015562,GO:0015662,GO:0015698,GO:0015711,GO:0015718,GO:0015732,GO:0015849,GO:0015908,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016323,GO:0016404,GO:0016462,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0022804,GO:0022853,GO:0022857,GO:0030030,GO:0030031,GO:0030141,GO:0030659,GO:0030667,GO:0031088,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032309,GO:0032310,GO:0032501,GO:0032502,GO:0032940,GO:0033036,GO:0034059,GO:0034220,GO:0035220,GO:0035222,GO:0035295,GO:0036293,GO:0042060,GO:0042221,GO:0042623,GO:0042625,GO:0042626,GO:0042827,GO:0043225,GO:0043226,GO:0043227,GO:0043229,GO:0043492,GO:0044085,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044782,GO:0045055,GO:0046688,GO:0046717,GO:0046903,GO:0046942,GO:0048190,GO:0048513,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0060271,GO:0060429,GO:0070482,GO:0070925,GO:0071702,GO:0071715,GO:0071840,GO:0071944,GO:0090662,GO:0097708,GO:0098588,GO:0098590,GO:0098656,GO:0098660,GO:0098805,GO:0099131,GO:0099133,GO:0099503,GO:0120031,GO:0120036,GO:1901571	3.6.1.3	ko:K01509,ko:K05673,ko:K07374	ko00230,ko01523,ko02010,ko04024,ko04145,ko04210,ko04530,ko04540,ko04742,ko04976,ko05130,map00230,map01523,map02010,map04024,map04145,map04210,map04530,map04540,map04742,map04976,map05130	-	R00086	RC00002	ko00000,ko00001,ko01000,ko02000,ko03019,ko03036,ko04147,ko04812	3.A.1.208.7	-	-	ABC_membrane,ABC_tran
NV2.18323	45351.EDO36905	1.5e-177	496.0	KOG2521@1|root,KOG2521@2759|Eukaryota,39R86@33154|Opisthokonta,3BARH@33208|Metazoa	33208|Metazoa	S	transmembrane protein 53	TMEM53	-	-	-	-	-	-	-	-	-	-	-	DUF829
NV2.18327	45351.EDO36882	6.1e-201	559.0	29K4S@1|root,2RTDR@2759|Eukaryota,39ZP7@33154|Opisthokonta,3BK6V@33208|Metazoa	33208|Metazoa	S	Chromosome 10 open reading frame 107	C10orf107	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005813,GO:0005815,GO:0005856,GO:0005929,GO:0015630,GO:0031514,GO:0036126,GO:0042995,GO:0043167,GO:0043169,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0046872,GO:0097223,GO:0097729,GO:0120025	-	-	-	-	-	-	-	-	-	-	CLAMP
NV2.18329	45351.EDO36883	3.24e-223	622.0	COG5142@1|root,KOG2801@2759|Eukaryota,39S21@33154|Opisthokonta,3BGVM@33208|Metazoa	33208|Metazoa	U	GTPase activator activity	TBC1D24	GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0007154,GO:0007267,GO:0007268,GO:0007274,GO:0007275,GO:0007399,GO:0008047,GO:0008150,GO:0009892,GO:0009966,GO:0009967,GO:0009987,GO:0010605,GO:0010646,GO:0010647,GO:0010720,GO:0010769,GO:0010770,GO:0010941,GO:0010975,GO:0010976,GO:0016020,GO:0016043,GO:0019222,GO:0022008,GO:0022603,GO:0022604,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030054,GO:0030154,GO:0030182,GO:0030234,GO:0030334,GO:0030335,GO:0030424,GO:0030695,GO:0031175,GO:0031323,GO:0031324,GO:0031344,GO:0031346,GO:0031399,GO:0031400,GO:0031594,GO:0031644,GO:0031646,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032879,GO:0033267,GO:0040012,GO:0040017,GO:0042391,GO:0042995,GO:0043005,GO:0043085,GO:0043087,GO:0043195,GO:0043547,GO:0043679,GO:0044057,GO:0044093,GO:0044306,GO:0044424,GO:0044456,GO:0044463,GO:0044464,GO:0045202,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048666,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050804,GO:0050806,GO:0051049,GO:0051051,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051345,GO:0051960,GO:0051962,GO:0060255,GO:0060284,GO:0060341,GO:0060548,GO:0060589,GO:0065007,GO:0065008,GO:0065009,GO:0071840,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0097458,GO:0098693,GO:0098772,GO:0098793,GO:0098815,GO:0098916,GO:0099177,GO:0099536,GO:0099537,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0150034,GO:1900006,GO:1900407,GO:1900408,GO:1901214,GO:1901215,GO:1902083,GO:1902882,GO:1902883,GO:1903201,GO:1903202,GO:1903203,GO:1903204,GO:1903421,GO:1903422,GO:2000026,GO:2000145,GO:2000147,GO:2000169,GO:2000463,GO:2001222,GO:2001224	-	ko:K21841	-	-	-	-	ko00000,ko04131	-	-	-	RabGAP-TBC,TLD
NV2.18333	45351.EDO36908	6.4e-136	406.0	KOG4422@1|root,KOG4422@2759|Eukaryota,38DR9@33154|Opisthokonta,3BG10@33208|Metazoa	33208|Metazoa	S	pentatricopeptide repeat domain-containing protein 3, mitochondrial	PTCD3	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005829,GO:0005886,GO:0006412,GO:0006414,GO:0006415,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0019843,GO:0019866,GO:0022411,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032543,GO:0032984,GO:0034641,GO:0034645,GO:0043021,GO:0043024,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0070013,GO:0070125,GO:0070126,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:0140053,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K17659	-	-	-	-	ko00000,ko03029	-	-	-	PPR_2,PPR_3
NV2.18334	45351.EDO36886	1.28e-175	489.0	COG3142@1|root,KOG4013@2759|Eukaryota,39V2G@33154|Opisthokonta,3BGM4@33208|Metazoa	33208|Metazoa	P	copper ion homeostasis	CUTC	GO:0000041,GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0030001,GO:0031974,GO:0031981,GO:0042592,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051259,GO:0051262,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0071840,GO:0098771	-	ko:K06201	-	-	-	-	ko00000	-	-	-	CutC
NV2.18336	6500.XP_005105874.1	1.08e-168	526.0	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CZSS@33213|Bilateria	33208|Metazoa	G	K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1,rve
NV2.18337	6087.XP_004210199.1	5.02e-16	80.5	COG0646@1|root,KOG1579@2759|Eukaryota,38H40@33154|Opisthokonta,3BHBF@33208|Metazoa	33208|Metazoa	E	5-methyltetrahydrofolate-dependent methyltransferase activity	-	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,B12-binding_2,Met_synt_B12,Pterin_bind,S-methyl_trans
NV2.18340	45351.EDO37113	4.14e-208	604.0	28PR7@1|root,2QWDM@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	ko:K19605	ko04340,map04340	-	-	-	ko00000,ko00001	-	-	-	-
NV2.18341	45351.EDO37093	8.37e-76	226.0	KOG4753@1|root,KOG4753@2759|Eukaryota,3A72A@33154|Opisthokonta,3BT5G@33208|Metazoa	33208|Metazoa	S	establishment of synaptic vesicle localization	TMEM230	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005770,GO:0005783,GO:0005794,GO:0005802,GO:0006810,GO:0008021,GO:0008150,GO:0012505,GO:0016192,GO:0030133,GO:0031410,GO:0031982,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0045202,GO:0046907,GO:0048489,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0055037,GO:0070382,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098791,GO:0098793,GO:0099003,GO:0099503	-	-	-	-	-	-	-	-	-	-	DUF872
NV2.18344	45351.EDO37114	3.13e-55	189.0	COG2340@1|root,KOG3017@2759|Eukaryota,3A626@33154|Opisthokonta,3C2AB@33208|Metazoa	33208|Metazoa	S	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	-	-	-	-	-	-	-	-	-	-	-	-	CAP
NV2.18346	45351.EDO37094	1.63e-182	517.0	KOG4160@1|root,KOG4160@2759|Eukaryota,38WKA@33154|Opisthokonta,3BGZ4@33208|Metazoa	33208|Metazoa	V	bactericidal permeability-increasing protein	BPIFC	GO:0000323,GO:0001530,GO:0001775,GO:0001817,GO:0001818,GO:0001819,GO:0001889,GO:0002218,GO:0002221,GO:0002224,GO:0002232,GO:0002237,GO:0002252,GO:0002253,GO:0002263,GO:0002274,GO:0002275,GO:0002281,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002523,GO:0002526,GO:0002682,GO:0002683,GO:0002684,GO:0002685,GO:0002687,GO:0002688,GO:0002690,GO:0002694,GO:0002695,GO:0002696,GO:0002697,GO:0002699,GO:0002757,GO:0002758,GO:0002764,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0006810,GO:0006869,GO:0006887,GO:0006897,GO:0006909,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006953,GO:0006954,GO:0006955,GO:0006959,GO:0006968,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0008150,GO:0008228,GO:0008289,GO:0009593,GO:0009595,GO:0009605,GO:0009607,GO:0009617,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010033,GO:0010494,GO:0010556,GO:0010557,GO:0010604,GO:0010646,GO:0010647,GO:0010876,GO:0012505,GO:0015920,GO:0016192,GO:0016477,GO:0019221,GO:0019222,GO:0019730,GO:0019731,GO:0023051,GO:0023052,GO:0023056,GO:0030100,GO:0030141,GO:0030334,GO:0030335,GO:0030595,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031410,GO:0031663,GO:0031974,GO:0031982,GO:0031983,GO:0032101,GO:0032103,GO:0032490,GO:0032496,GO:0032501,GO:0032502,GO:0032642,GO:0032675,GO:0032677,GO:0032680,GO:0032715,GO:0032717,GO:0032720,GO:0032722,GO:0032755,GO:0032757,GO:0032760,GO:0032879,GO:0032940,GO:0032991,GO:0033036,GO:0033218,GO:0033993,GO:0034097,GO:0034121,GO:0034123,GO:0034142,GO:0034143,GO:0034145,GO:0034774,GO:0035578,GO:0035580,GO:0035770,GO:0036230,GO:0036464,GO:0040008,GO:0040011,GO:0040012,GO:0040017,GO:0042035,GO:0042108,GO:0042116,GO:0042119,GO:0042221,GO:0042268,GO:0042277,GO:0042330,GO:0042534,GO:0042535,GO:0042581,GO:0042582,GO:0042742,GO:0043030,GO:0043031,GO:0043032,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043900,GO:0043901,GO:0043903,GO:0044126,GO:0044130,GO:0044144,GO:0044146,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045087,GO:0045088,GO:0045089,GO:0045321,GO:0045807,GO:0045919,GO:0045926,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048731,GO:0048732,GO:0048856,GO:0048870,GO:0050727,GO:0050729,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050829,GO:0050830,GO:0050865,GO:0050866,GO:0050867,GO:0050896,GO:0050900,GO:0050920,GO:0050921,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051270,GO:0051272,GO:0051606,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0060099,GO:0060100,GO:0060205,GO:0060255,GO:0060263,GO:0060264,GO:0060265,GO:0060267,GO:0060326,GO:0060627,GO:0061008,GO:0061844,GO:0065007,GO:0065008,GO:0070013,GO:0070391,GO:0070887,GO:0070891,GO:0071216,GO:0071219,GO:0071222,GO:0071223,GO:0071310,GO:0071345,GO:0071396,GO:0071622,GO:0071624,GO:0071702,GO:0071723,GO:0080090,GO:0080134,GO:0090022,GO:0090023,GO:0090559,GO:0097367,GO:0097708,GO:0098542,GO:0098581,GO:0098657,GO:0099503,GO:1901264,GO:1901700,GO:1901701,GO:1902622,GO:1902624,GO:1903555,GO:1903556,GO:1903557,GO:1905153,GO:1905155,GO:1990904,GO:2000145,GO:2000147	-	ko:K05399	ko04064,ko04620,ko05132,ko05152,map04064,map04620,map05132,map05152	-	-	-	ko00000,ko00001,ko02000,ko04147	1.C.40.1.2	-	-	LBP_BPI_CETP,LBP_BPI_CETP_C
NV2.18347	45351.EDO37115	5.89e-313	862.0	COG1498@1|root,KOG2573@2759|Eukaryota,38D7R@33154|Opisthokonta,3BA5G@33208|Metazoa	33208|Metazoa	AJ	Nucleolar protein	NOP56	GO:0000154,GO:0001650,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005732,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0019899,GO:0022613,GO:0030515,GO:0030684,GO:0031428,GO:0031974,GO:0031981,GO:0032040,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0070761,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990226,GO:1990904	-	ko:K14564	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	NOP5NT,Nop
NV2.18348	45351.EDO37095	2.07e-206	572.0	COG0179@1|root,KOG1535@2759|Eukaryota,38DXI@33154|Opisthokonta,3BCS8@33208|Metazoa	33208|Metazoa	Q	hydrolase activity	FAHD2A	-	-	-	-	-	-	-	-	-	-	-	FAA_hydrolase
NV2.18349	45351.EDO37116	2.99e-311	852.0	COG0260@1|root,KOG2597@2759|Eukaryota,38H5H@33154|Opisthokonta,3BGZP@33208|Metazoa	33208|Metazoa	O	manganese ion binding	lap-2	-	3.4.11.1	ko:K01255	ko00480,ko01100,map00480,map01100	-	R00899,R04951	RC00096,RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M17
NV2.18350	45351.EDO37096	3.96e-175	491.0	28K6P@1|root,2QSM7@2759|Eukaryota,39B6F@33154|Opisthokonta,3BSSR@33208|Metazoa	33208|Metazoa	S	HbrB-like	-	-	-	ko:K20411	ko04150,map04150	-	-	-	ko00000,ko00001	-	-	-	HbrB
NV2.18353	45351.EDO37097	9.64e-134	390.0	KOG3812@1|root,KOG3812@2759|Eukaryota,38D0P@33154|Opisthokonta,3BC85@33208|Metazoa	33208|Metazoa	T	voltage-gated calcium channel activity	-	-	-	-	-	-	-	-	-	-	-	-	Guanylate_kin,SH3_1
NV2.18354	7668.SPU_011574-tr	3e-53	215.0	COG5021@1|root,KOG0943@2759|Eukaryota,38C0M@33154|Opisthokonta,3BEYS@33208|Metazoa,3CW7E@33213|Bilateria	33208|Metazoa	O	negative regulation of histone ubiquitination	UBR5	GO:0000003,GO:0000209,GO:0000280,GO:0000910,GO:0001654,GO:0001817,GO:0001818,GO:0002009,GO:0002165,GO:0002791,GO:0002792,GO:0003006,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006282,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0006997,GO:0007049,GO:0007112,GO:0007140,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0007423,GO:0007444,GO:0007446,GO:0007455,GO:0007548,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008283,GO:0008406,GO:0008585,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010468,GO:0010604,GO:0010605,GO:0010628,GO:0010639,GO:0010646,GO:0010647,GO:0010648,GO:0014070,GO:0016043,GO:0016567,GO:0016740,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0019904,GO:0019941,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030111,GO:0030154,GO:0030162,GO:0030163,GO:0030177,GO:0030518,GO:0030522,GO:0031056,GO:0031057,GO:0031323,GO:0031324,GO:0031396,GO:0031397,GO:0031399,GO:0031400,GO:0031647,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032386,GO:0032388,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0032660,GO:0032700,GO:0032870,GO:0032879,GO:0032880,GO:0032991,GO:0033043,GO:0033044,GO:0033157,GO:0033158,GO:0033160,GO:0033182,GO:0033183,GO:0033206,GO:0033554,GO:0033993,GO:0034450,GO:0035214,GO:0035220,GO:0035239,GO:0035265,GO:0035295,GO:0036211,GO:0040007,GO:0042221,GO:0042306,GO:0042307,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043401,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045137,GO:0045738,GO:0045879,GO:0045934,GO:0046545,GO:0046660,GO:0046822,GO:0046824,GO:0048232,GO:0048285,GO:0048468,GO:0048471,GO:0048513,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048608,GO:0048609,GO:0048707,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050707,GO:0050708,GO:0050709,GO:0050710,GO:0050789,GO:0050794,GO:0050847,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051050,GO:0051051,GO:0051052,GO:0051053,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051222,GO:0051223,GO:0051224,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0051301,GO:0051321,GO:0051603,GO:0051704,GO:0051716,GO:0060255,GO:0060341,GO:0060429,GO:0060562,GO:0060828,GO:0061458,GO:0061630,GO:0061640,GO:0061659,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070647,GO:0070887,GO:0070936,GO:0071310,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071704,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090263,GO:0090316,GO:0140013,GO:0140096,GO:1900044,GO:1900045,GO:1900180,GO:1900182,GO:1901314,GO:1901315,GO:1901564,GO:1901565,GO:1901575,GO:1902275,GO:1902914,GO:1902915,GO:1903046,GO:1903320,GO:1903321,GO:1903530,GO:1903531,GO:1903827,GO:1903829,GO:1904589,GO:1904591,GO:1904950,GO:1904951,GO:1905076,GO:1905077,GO:1905268,GO:2000779,GO:2000780,GO:2001020,GO:2001021,GO:2001251	2.3.2.26	ko:K10593	ko04120,map04120	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	E3_UbLigase_EDD,HECT,PABP
NV2.18357	45351.EDO47729	5.25e-58	197.0	KOG2177@1|root,KOG2177@2759|Eukaryota,38EA3@33154|Opisthokonta,3BFJH@33208|Metazoa	33208|Metazoa	O	zinc ion binding	-	-	-	ko:K11997	-	-	-	-	ko00000,ko04121	-	-	-	Filamin,NHL,zf-B_box
